"key","isi","judul","saham","tanggal_berita"
"","Mencatatkan harga tertinggi Rp 402 dan harga terendah Rp 378, harga saham GOTO ditutup naik Rp 12 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 392 per saham. Di lain sisi, harga offer terendah di Rp 394 per saham.  Kalau dihitung sejak 7 hari yang lalu (17 Juni 2022), harga saham GOTO hari ini sudah naik 7.10 % dibanding harga saat itu (Rp 366).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham GOTO mencapai Rp 1.259,40 miliar, sedangkan volume saham yang ditransaksikan mencapai 32.205.650 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -22, maka price to earning ratio (PER) saham ini -17,27 kali. Adapun price to book value-nya (PBV) 3,30 kali.      Dari penutupan Kamis (23/6), harga saham ANTM naik 0,25% dari Rp 1.965. Saham ANTM dibuka di bawah harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.950 per saham.  Mencatatkan harga tertinggi Rp 2.000 dan harga terendah Rp 1.950, saham ANTM ditutup naik Rp 5 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.965 per saham. Di lain sisi, harga offer terendah di Rp 1.970 per saham.    Jika dihitung sejak 7 hari yang lalu (17 Juni 2022), harga saham ANTM hari ini turun -6.64 % dibanding harga saat itu (Rp 2.110).  Adapun sejak setahun lalu (24 Juni 2021) harga saham ANTM turun -12.44% dari harga saat itu (Rp 2.250).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 145,80 miliar, sedangkan volume saham yang ditransaksikan mencapai 737.179 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 8,05 kali. Adapun price to book value-nya (PBV) 2,12 kali.  Cek Berita dan Artikel yang lain di ","Kompak, Harga Saham GOTO & ANTM Menghijau di Perdagangan Bursa Jumat (24/6)","antm"," Jumat, 24 Juni 2022 / 15:27 WIB "
"","Mencatatkan harga tertinggi Rp 390 dan harga terendah Rp 362, harga saham GOTO ditutup turun Rp 18 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 368 per saham. Di lain sisi, harga offer terendah di Rp 370 per saham.  Jika dihitung sejak 7 hari yang lalu (24 Juni 2022), harga saham GOTO hari ini turun -5.61 % dibanding harga saat itu (Rp 392).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham GOTO mencapai Rp 414,20 miliar, sedangkan volume saham yang ditransaksikan mencapai 10.998.674 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -22, maka price to earning ratio (PER) saham ini -17,64 kali. Adapun price to book value-nya (PBV) 3,37 kali.      Dari penutupan Kamis (30/6), harga saham ANTM turun 2,78% dari Rp 1.800. Saham ANTM dibuka di bawah harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.795 per saham.  Mencatatkan harga tertinggi Rp 1.810 dan harga terendah Rp 1.750, saham ANTM ditutup turun Rp 50 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.750 per saham. Di lain sisi, harga offer terendah di Rp 1.755 per saham.    Kalau dihitung sejak 7 hari yang lalu (24 Juni 2022), harga saham ANTM hari ini turun -11.17 % dibanding harga saat itu (Rp 1.970).  Adapun sejak setahun lalu (01 Juli 2021) harga saham ANTM turun -21.52% dari harga saat itu (Rp 2.230).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 203,20 miliar, sedangkan volume saham yang ditransaksikan mencapai 1.149.760 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 7,38 kali. Adapun price to book value-nya (PBV) 1,94 kali.  Cek Berita dan Artikel yang lain di ","Kompak, Harga Saham GOTO & ANTM Anjlok di Perdagangan Bursa Jumat (1/7)","antm"," Jumat, 01 Juli 2022 / 15:35 WIB "
"","Mencatatkan harga tertinggi Rp 354 dan harga terendah Rp 342, saham GOTO ditutup naik Rp 12 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 348 per saham. Di lain sisi, harga offer terendah di Rp 350 per saham.  Kalau dihitung sejak 7 hari yang lalu (01 Juli 2022), harga saham GOTO hari ini turun -5.41 % dibanding harga saat itu (Rp 370).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham GOTO mencapai Rp 433,00 miliar, sedangkan volume saham yang ditransaksikan mencapai 12.406.438 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp -22, maka price to earning ratio (PER) saham ini -15,36 kali. Adapun price to book value-nya (PBV) 2,94 kali.      Dari penutupan Kamis (7/7), harga saham ANTM turun 0,29% dari Rp 1.720. Saham ANTM dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.725 per saham.  Mencatatkan harga tertinggi Rp 1.755 dan harga terendah Rp 1.710, saham ANTM ditutup turun Rp 5 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.715 per saham. Di lain sisi, harga offer terendah di Rp 1.720 per saham.    Kalau dihitung sejak 7 hari yang lalu (01 Juli 2022), harga saham ANTM hari ini turun -2.00 % dibanding harga saat itu (Rp 1.750).  Adapun sejak setahun lalu (08 Juli 2021) harga saham ANTM turun -32.75% dari harga saat itu (Rp 2.550).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 143,60 miliar, sedangkan volume saham yang ditransaksikan mencapai 830.145 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 7,05 kali. Adapun price to book value-nya (PBV) 1,85 kali.  Cek Berita dan Artikel yang lain di ","Harga Saham ANTM & GOTO Beda Nasib di Perdagangan Bursa Jumat (8/7)","antm"," Jumat, 08 Juli 2022 / 15:51 WIB "
"","Mencatatkan harga tertinggi Rp 4.120 dan harga terendah Rp 4.050, saham BBRI ditutup naik Rp 40 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 4.100 per saham. Di lain sisi, harga offer terendah di Rp 4.110 per saham.  Kalau dihitung sejak 7 hari yang lalu (8 Juli 2022), harga saham BBRI hari ini turun 2,14% dibanding harga saat itu (Rp 4.200).  Adapun sejak setahun lalu (15 Juli 2021) harga saham BBRI sudah naik 7,87% dari harga saat itu (Rp 3.810).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BBRI mencapai Rp 374,30 miliar, sedangkan volume saham yang ditransaksikan mencapai 913.591 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 321, maka price to earning ratio (PER) saham ini 12,68 kali. Adapun price to book value-nya (PBV) 2,27 kali.      Dari penutupan Kamis (14/7), harga saham ANTM turun 6,67% dari Rp 1.650. Saham ANTM dibuka di bawah harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.600 per saham.  Mencatatkan harga tertinggi Rp 1.605 dan harga terendah Rp 1.535, saham ANTM ditutup turun Rp 110 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.535 per saham. Di lain sisi, harga offer terendah di Rp 1.540 per saham.    Kalau dihitung sejak 7 hari yang lalu (8 Juli 2022), harga saham ANTM hari ini turun 10,20% dibanding harga saat itu (Rp 1.715).  Adapun sejak setahun lalu (15 Juli 2021) harga saham ANTM turun 41% dari harga saat itu (Rp 2.610).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 356,30 miliar, sedangkan volume saham yang ditransaksikan mencapai 2.275.278 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 6,76 kali. Adapun price to book value-nya (PBV) 1,78 kali.  Cek Berita dan Artikel yang lain di ","Harga Saham BBRI Menghijau, ANTM Anjlok di Perdagangan Bursa Jumat (15/7)","antm"," Jumat, 15 Juli 2022 / 15:33 WIB "
"","Mencatatkan harga tertinggi Rp 184 dan harga terendah Rp 163, saham BUMI ditutup turun Rp 3 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 171 per saham. Di lain sisi, harga offer terendah di Rp 172 per saham.  Kalau dihitung sejak 7 hari yang lalu (19 Agustus 2022), harga saham BUMI hari ini sudah naik 23.91 % dibanding harga saat itu (Rp 138).  Adapun sejak setahun lalu (26 Agustus 2021) harga saham BUMI sudah naik 222.64% dari harga saat itu (Rp 53).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUMI mencapai Rp 1.271,90 miliar, sedangkan volume saham yang ditransaksikan mencapai 73.728.313 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 18, maka price to earning ratio (PER) saham ini 9,67 kali. Adapun price to book value-nya (PBV) -3,87 kali.      Dari penutupan Kamis (25/8), harga saham ANTM turun 2,01% dari Rp 1.995. Saham ANTM dibuka sama dengan harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.995 per saham.  Mencatatkan harga tertinggi Rp 2.000 dan harga terendah Rp 1.955, saham ANTM ditutup turun Rp 40 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.955 per saham. Di lain sisi, harga offer terendah di Rp 1.960 per saham.    Bila dihitung sejak 7 hari yang lalu (19 Agustus 2022), harga saham ANTM hari ini turun -5.10 % dibanding harga saat itu (Rp 2.060).  Adapun sejak setahun lalu (26 Agustus 2021) harga saham ANTM turun -13.88% dari harga saat itu (Rp 2.270).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 264,30 miliar, sedangkan volume saham yang ditransaksikan mencapai 1.339.569 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 244, maka price to earning ratio (PER) saham ini 8,18 kali. Adapun price to book value-nya (PBV) 2,15 kali.  Cek Berita dan Artikel yang lain di ","Kompak Memerah, Cek Harga Saham ANTM & BUMI di Perdagangan Bursa Jumat (26/8)","antm"," Jumat, 26 Agustus 2022 / 15:29 WIB "
"","Kenaikan laba bersih ANTM sejalan dengan kenaikan pedapatannya. Emiten pelat merah ini membukukan pendapatan Rp 18,77 triliun, naik 8,66% dari pendapatan semester pertama 2021 sebesar Rp 17,27 triliun.    Analis Bahana Sekuritas Timothy Wijaya menilai, meski mencatatkan pertumbuhan, kinerja ANTM sepanjang semester pertama 2022 berada di bawah ekspektasi. Hal ini karena kinerja ANTM di kuartal kedua tergerus provisi.  Melansir laporan keuangan, terdapat provisi kasus hukum yang tercatat di beban umum dan administrasi (berdasarkan catatan 37q di laporan keuangan) senilai Rp 952,44 miliar.  Namun ke depan, kinerja ANTM akan membaik dibandingkan semester pertama 2022. Katalis datang dari sisi produksi. Tahun depan, smelter milik ANTM yang  berlokasi di Halmahera Timur (Haltim) sudah bisa beroperasi  “Tetapi itu juga hanya akan sebagian yang beroperasi, belum full 13.500 ton per annum,” terang Timothy kepada Kontan.co.id, Senin (5/9)  Saat ini target harga saham ANTM sedang dalam tahap under review oleh Bahana Sekuritas. Namun, rekomendasi terakhir adalah buy dengan target harga Rp 3.400 per saham. Timothy berpeluang untuk menurunkan target harga saham ANTM seiring kinerjanya yang di bawah ekspektasi.           Cek Berita dan Artikel yang lain di ","Rekomendasi Saham Antam (ANTM) Usai Cetak Kinerja Oke di Semester I 2022","antm"," Selasa, 06 September 2022 / 06:23 WIB "
"","Harga saham ANTM tersebut mendekati level terendah pada tahun ini yang terjadi pada 19 Januari 2022 di level 1.725. Namun saat itu, harga saham ANTM terus mendaki.    Terakhir kali, Analis Bahana Sekuritas Timothy Wijaya rekomendasi buy saham ANTM dengan target harga Rp 3.400 per saham. Timothy berpeluang untuk menurunkan target harga saham ANTM seiring kinerjanya yang di bawah ekspektasi.  Seperti diketahui, ANTM hanya mampu meraup laba bersih senilai Rp 1,52 triliun di enam bulan pertama 2022. Jika dibandingkan dengan capaian di periode sama tahun lalu, laba bersih ANTM naik 31,46%.  Sebagai catatan, di semester I 2021 ANTM membukukan laba bersih Rp 1,16 triliun Dus, laba bersih per saham dasar ANTM juga naik menjadi Rp 63,50 dari semula Rp 48,29.  Kenaikan laba bersih ANTM sejalan dengan kenaikan pedapatannya. Emiten pelat merah ini membukukan pendapatan Rp 18,77 triliun, naik 8,66% dari pendapatan semester pertama 2021 sebesar Rp 17,27 triliun.  Timothy menilai, meski mencatatkan pertumbuhan, kinerja ANTM sepanjang semester pertama 2022 berada di bawah ekspektasi. Hal ini karena kinerja ANTM di kuartal kedua tergerus provisi.  Melansir laporan keuangan, terdapat provisi kasus hukum yang tercatat di beban umum dan administrasi (berdasarkan catatan 37q di laporan keuangan) senilai Rp 952,44 miliar.  Namun ke depan, kinerja ANTM akan membaik dibandingkan semester pertama 2022. Katalis datang dari sisi produksi. Tahun depan, smelter milik ANTM yang  berlokasi di Halmahera Timur (Haltim) sudah bisa beroperasi  “Tetapi itu juga hanya akan sebagian yang beroperasi, belum full 13.500 ton per annum,” terang Timothy kepada Kontan.co.id, Senin (5/9)  Itulah rekomendasi saham ANTM untuk perdagangan hari ini, Selasa 6 September 2022. Ingat disclaimer on, segala risiko investasi atas rekomendasi saham ANTM di atas menjadi tanggung jawab Anda sendiri.  Cek Berita dan Artikel yang lain di ","Harga Saham ANTM Ngegas Mulai Semester II 2022, Hari Ini (6/9) Pilih Jual Atau Beli?","antm"," Selasa, 06 September 2022 / 08:02 WIB "
"","","Aneka Tambang (ANTM) Geber Spin Off Anak Usaha Rampung Tahun Ini","antm","Rabu, 21 September 2022 | 05:45 WIB "
"","","Proyek Hilirisasi Timah Membutuhkan Waktu 10 Tahun","antm","Rabu, 28 September 2022 | 05:07 WIB "
"","  Prediksi Liza, rentang support IHSG Kamis ini ada di posisi 7.070, 7.000 dan 6.960. Kemudian resistance berada pada area 7.090, 7.130 dan 7.170.    Dari sentimen eksternal, laju penguatan DJIA akhirnya terhenti setelah selama dua hari  Dow Jones menguat tajam sekitar 5,46%. DJIA ditutup turun 0.14%, setelah rilis data U.S. Private Employers bulan September menunjukkan penguatan.  Kondisi ini kembali memunculkan perkiraan The Fed akan kembali menaikkan Federal Funds Rate (FFR) sebesar 75 basis points dalam pertemuan The Fed pada 1-2 November mendatang.  ""Penentuan keputusan naiknya FFR pada FOMC Meeting  1-2 November mendatang memang banyak dipengaruhi oleh data tenaga kerja AS,"" kata Liza kepada Kontan.co.id, Kamis (6/10).  Di sisi lain, EIDO mencatatkan penurunan sebesar 1.58%, bersamaan dengan merosotnya harga beberapa komoditas seperti batubara yang turun 1.04% dan emas turun 0.82%.  Kondisi tersebut terjadi di tengah kembali naiknya yield obligasi AS tenor 10 tahun. ""Berpotensi menambah sentimen negatif bagi perdagangan di Bursa Indonesia Kamis ini,"" imbuh Liza.    Berikut saham-saham pilihan dari NH Korindo Sekuritas Indonesia  yang bisa dilirik hari ini:  1. PT Elang Mahkota Teknologi Tbk ( )  Rekomendasi:     Entry Level: Rp 1.625 - Rp 1.600. Average Up > Rp 1.645.  Target: Rp 1.800 - Rp 1.850 / Rp 1.900 / Rp 2.000.  : Rp 1.590.  2. PT GoTo Gojek Tokopedia Tbk ( )  Rekomendasi:    Entry Level: Rp 242 - Rp 240 Average Up > Rp 244.  Target: Rp 250 / Rp 260 / Rp 280.  : Rp 232.  3. PT Kalbe Farma Tbk ( )  Rekomendasi:     : Rp 1.845 - Rp 1.835. Average Up > Rp 1.850.  Target: Rp 1.900 - Rp 1.930 / Rp 1.950 - Rp 1.970.  : Rp 1.810.    4. PT Aneka Tambang Tbk ( )  Rekomendasi:     Entry Level: Rp 1.940. Average Up > Rp 1.975 - Rp 2.010.  Target: Rp 2.050 / Rp 2.150 / Rp 2.250 - Rp 2.300.  : Rp 1.860.  Cek Berita dan Artikel yang lain di ","IHSG Konsolidasi, Intip Rekomendasi EMTK, GOTO, KLBF, dan ANTM untuk Kamis (6/10)","antm"," Kamis, 06 Oktober 2022 / 08:18 WIB "
"","Mencatatkan harga tertinggi Rp 177 dan harga terendah Rp 164, saham BUMI ditutup turun Rp 1 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 168 per saham. Di lain sisi, harga offer terendah di Rp 169 per saham.  Bila dihitung sejak 7 hari yang lalu (06 Oktober 2022), harga saham BUMI hari ini sudah naik 3.68 % dibanding harga saat itu (Rp 163).  Adapun sejak setahun lalu (13 Oktober 2021) harga saham BUMI sudah naik 94.25% dari harga saat itu (Rp 87).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham BUMI mencapai Rp 583,60 miliar, sedangkan volume saham yang ditransaksikan mencapai 34.139.391 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 35, maka price to earning ratio (PER) saham ini 4,86 kali. Adapun price to book value-nya (PBV) -5,00 kali.      Dari penutupan Rabu (12/10), harga saham ANTM turun 2,66% dari Rp 1.880. Saham ANTM dibuka di atas harga penutupan sehari sebelumnya, tepatnya pada harga Rp 1.890 per saham.  Mencatatkan harga tertinggi Rp 1.895 dan harga terendah Rp 1.820, saham ANTM ditutup turun Rp 50 per saham dalam sehari.  Pada saat penutupan, harga bid Rp 1.830 per saham. Di lain sisi, harga offer terendah di Rp 1.835 per saham.    Kalau dihitung sejak 7 hari yang lalu (06 Oktober 2022), harga saham ANTM hari ini turun -5.18 % dibanding harga saat itu (Rp 1.930).  Adapun sejak setahun lalu (13 Oktober 2021) harga saham ANTM turun -21.79% dari harga saat itu (Rp 2.340).  Bursa Efek Indonesia (BEI) mencatat total nilai transaksi saham ANTM mencapai Rp 114,50 miliar, sedangkan volume saham yang ditransaksikan mencapai 618.060 lot.  Dengan earning per share (EPS) alias laba bersih per saham Rp 127, maka price to earning ratio (PER) saham ini 14,80 kali. Adapun price to book value-nya (PBV) 2,10 kali.  Cek Berita dan Artikel yang lain di ","Harga Saham BUMI & ANTM Kompak Memerah di Perdagangan Bursa Kamis (13/10)","antm"," Kamis, 13 Oktober 2022 / 15:39 WIB "
"","","Aneka Tambang (ANTM) Mendorong Penjualan Emas Ritel","antm","Jumat, 14 Oktober 2022 | 09:40 WIB "
"","Analis Investindo Nusantara Pandhu Dewanto mengatakan bahwa yang diharapkan dari  bisnis nikel ANTM tentu masuknya partner strategis. Terutama dalam mengembangkan segmen nikel termasuk inisiasi pengembangan industri baterai kendaraan listrik.  ""Tambahan sumber daya dari partner ini tentu positif bagi ANTM tapi seberapa signifikan masih terlalu awal untuk diperkirakan karena masih dalam tahap perencanaan,"" ujar Pandhu kepada Kontan.co.id, Senin (29/8).    Hingga saat ini ANTM masih mengandalkan segmen nikel sebagai kontributor utama laba Antam, meskipun pendapatan segmen emas jauh lebih besar. Hingga kuartal pertama tahun ini, segmen nikel menyumbang pendapatan mencapai Rp 3,48 triliun, lebih rendah dibanding segmen emas yang mencapai Rp 5,95 triliun. Tapi untuk laba, nikel menyumbang Rp 1,54 triliun, sedangkan emas Rp 468 miliar.  Pandhu menambahkan, rencana  segmen nikel diperkirakan dapat menarik minat para calon mitra karena memiliki  yang cukup menarik. Selain itu bisnis nikel juga memiliki outlook yang positif seiring semakin kuatnya permintaan nikel terutama sebagai bahan baku baterai di masa mendatang.  ""Hal ini juga salah satu upaya supaya dapat lebih fokus pada hilirisasi nikel tanpa terbebani oleh segmen emas, apalagi belum lama terlebih kasus yang hingga saat ini masih berjalan di pengadilan,"" ujar dia.    Dari manajemen, tahun ini ANTM menargetkan penjualan bijih nikel tumbuh mencapai 31% dibanding tahun lalu. Sedangkan untuk feronikel ditargetkan 24.000 ton - 25.000 ton atau sedikit lebih rendah dibanding realisasi tahun 2021 lalu yang hampir mencapai 26.000 ton.  Berdasarkan hal ini Pandhu memperkirakan pendapatan ANTM akan berkisar Rp 39 triliun. Sedangkan laba dapat diperkirakan akan mencapai sekitar Rp 4 triliun meningkat sekitar dua kali lipat dibanding tahun lalu.  Lonjakan laba Antam berkat kenaikan harga nikel yang sempat tembus level US$ 100.000 per metrik ton Maret lalu di bursa LME. Meski begitu beberapa bulan terakhir harga nikel mulai turun ke kisaran normalnya dan sekarang berada di sekitar US$ 21.700 per metrik ton.    Selain harga nikel, pergerakan saham ANTM akan dapat dipengaruhi oleh perkembangan proyek hilirisasi nikel. Investor masih akan menanti mitra strategis yang masuk dan seberapa besar investasinya untuk mengembangkan industri ini.  ""Tentunya semakin besar sumber daya yang dimiliki akan semakin cepat dan leluasa dalam menjalankannya,"" imbuh Pandhu.  Dia pun menilai prospek ANTM cenderung positif untuk jangka panjang. Yang penting, tetap perlu dipantau pergerakan saham nikel karena hingga saat ini masih berada dalam tren turun sejak mencapai level tertinggi pada Maret lalu. Selain itu perlu diperhatikan juga perkembangan dari program hilirisasi pemerintah apakah dapat berjalan sesuai rencana atau masih perlu waktu yang lebih panjang.    Dia menargetkan harga saham ANTM di Rp 2.400 per saham untuk 12 bulan ke depan. Menurut Pandhu, saham ANTM mulai menarik pada level harga saat ini dengan potensial kenaikan lebih dari 20%.  ""Hanya saja, kalau melihat tren dan pergerakan harga nikel memang masih cenderung turun,  dulu boleh, tidak perlu buru-buru masuk,"" pungkas dia.  Cek Berita dan Artikel yang lain di ","Aneka Tambang Spin Off Bisnis Nikel, Begini Rekomendasi Saham ANTM","antm"," Senin, 29 Agustus 2022 / 20:26 WIB "
"","Pilarmas Investindo Desy Israhyanti memperkirakan dampak  secara konsolidasi berpotensi lebih masif pertumbuhannya dengan ruang fleksibilitas dan optimalisasi operasi bisnis nikel yang diberikan dengan aksi ini.   ""Permintaan untuk nikel sendiri cukup besar dan dengan  , potensinya makin besar,"" ujarnya kepada Kontan.co.id, Senin (29/8).  Bahkan, Desy memperkirakan penjualan nikel hingga 40% CAGR hingga 2024 mendatang. Hanya, dia menilai dampak ke kinerja keuangan belum akan dirasakan saat ini.    Untuk tahun ini, Desy memperkirakan pertumbuhan pendapatan ANTM akan tertahan dibandingkan tahun lalu yang tumbuh sekitar 40%. Ia memperkirakan pertumbuhan pendapatan ANTM tahun ini berkisar 10% hingga 20%.  Menurutnya, ada beberapa sentimen yang mempengaruhi tahun ini yaitu normalisasi harga nikel dari sebelumnya mencapai US$ 40 ribu metric ton (MT) menjadi sekitar US$ 20 ribu MT. Lalu harga bahan baku bisa meningkat karena harga BBM. Kemudian, cadangan emas ANTM yang terbatas padahal komoditas tersebut menjadi kontributor utama pendapatan.  Selain itu, GDP kuartalan AS yang tercatat terkontraksi 0,6% yang mana secara teknikal sudah masuk resesi bisa mengakibatkan permintaan komoditas cenderung menurun di sisa tahun ini. Selanjutnya ekonomi China juga melambat juga menjadi sentimen negatif karena permintaan dari China cukup besar untuk segmen nikel.  Analis Panin Sekuritas Felix Darmawan menambahkan harga emas sendiri diperkirakan relatif cukup flat cenderung melemah di sepanjang tahun 2022, turun 5,5% sejak awal tahun dan 4,4% secaara tahunan. Hal itu disebabkan kenaikan yang sudah sangat tinggi di periode sebelumnya pada 2018-2020 sebesar 74,3%.  Selain itu antisipasi pelaku pasar pada kenaikan suku bunga The Fed secara agresif karena tingkat inflasi di AS mencapai level tertinggi lebih dari 40 tahun terakhir.     ""Untuk proyeksi harga emas di 2022 kami perkirakan berada di level US$ 1.700/oz - US$ 1.800/oz dibandingkan rata-rata 2021 di US$ 1.799/oz,"" sebutnya.  Walau begitu, dengan progres capaian kinerja kuartal I yang positif Felix memasang mode positif untuk kinerja ANTM tahun ini. Pihaknya merevisi naik pendapatan dan laba bersih ANTM di 2022, masing-masing sebesar 4,3% dan 20,2%.  Sejalan dengan hal ini, kami masih mempertahankan  positif untuk ANTM didukung oleh solidnya harga komoditas, mulai beroperasinya smelter feronikel Halmahera Timur, serta masih tingginya minat masyarakat untuk investasi pada logam mulia khususnya emas.  Dirinya merekomendasikan  dengan target harga Rp 3.300. Sementara Desy juga masih merekomendasikan  dengan pertimbangan prospek positif di masa depan dengan target harga Rp 2.430.      Cek Berita dan Artikel yang lain di ","Simak Sentimen yang Membayangi Prospek Saham ANTM di Sisa Tahun Ini","antm"," Senin, 29 Agustus 2022 / 21:10 WIB "
